datetime,open,high,low,close,volume,변동 %
2018-01-31 0:00,8925.00,9000.00,8335.00,8700.00,0.55K,-0.0181
2018-02-01 0:00,8505.00,9390.00,8505.00,9290.00,0.94K,0.0678
2018-02-02 0:00,9400.00,10180.00,9375.00,10090.00,1.78K,0.0861
2018-02-03 0:00,10090.00,10265.00,9675.00,10020.00,1.10K,-0.0069
2018-02-04 0:00,10120.00,10500.00,10120.00,10380.00,-,0.0359
2018-02-05 0:00,10380.00,11255.00,10315.00,11180.00,-,0.0771
2018-02-06 0:00,10350.00,11760.00,10315.00,11735.00,2.08K,0.0496
2018-02-07 0:00,11240.00,11340.00,10220.00,10370.00,1.33K,-0.1163
2018-02-08 0:00,10505.00,10900.00,9710.00,10085.00,1.17K,-0.0275
2018-02-09 0:00,9975.00,10360.00,9590.00,10319.40,0.30K,0.0232
2018-02-10 0:00,9680.00,9685.00,9540.00,9540.00,-,-0.0755
2018-02-11 0:00,9680.00,10390.00,9270.00,10250.00,0.75K,0.0744
2018-02-12 0:00,10285.00,10875.00,10100.00,10660.00,0.76K,0.04
2018-02-13 0:00,10665.00,11005.00,10330.00,10645.00,1.13K,-0.0014
2018-02-14 0:00,10450.00,11100.00,10220.00,11065.00,1.35K,0.0395
2018-02-15 0:00,11035.00,11215.00,10760.00,11060.00,0.75K,-0.0005
2018-02-16 0:00,11345.00,11585.00,11345.00,11530.00,-,0.0425
2018-02-17 0:00,11350.00,11700.00,11340.00,11615.00,0.99K,0.0074
2018-02-18 0:00,11595.00,11655.00,10570.00,10650.00,1.58K,-0.0831
2018-02-19 0:00,10735.00,10880.00,9385.00,9790.00,1.89K,-0.0808
2018-02-20 0:00,9970.00,10100.00,9105.00,9400.00,2.52K,-0.0398
2018-02-21 0:00,9350.00,9445.00,8390.00,9015.00,2.74K,-0.041
2018-02-22 0:00,9490.00,9690.00,9480.00,9590.00,-,0.0638
2018-02-23 0:00,9490.00,9940.00,8735.00,8910.00,2.73K,-0.0709
2018-02-24 0:00,9165.00,9515.00,8825.00,9070.00,3.38K,0.018
2018-02-25 0:00,8905.00,9395.00,8185.00,8275.00,2.64K,-0.0877
2018-02-26 0:00,8005.00,8450.00,7700.00,8235.00,3.09K,-0.0048
2018-02-27 0:00,8340.00,8640.00,7885.00,8555.00,3.07K,0.0389
2018-02-28 0:00,8285.00,8285.00,8100.00,8190.00,-,-0.0427
2018-03-01 0:00,8275.00,8720.00,8100.00,8400.00,2.75K,0.0256
2018-03-02 0:00,8420.00,9025.00,8320.00,8945.00,2.05K,0.0649
2018-03-03 0:00,8990.00,9185.00,8775.00,8890.00,1.83K,-0.0061
2018-03-04 0:00,8905.00,9095.00,8500.00,8630.00,2.12K,-0.0292
2018-03-05 0:00,8650.00,8770.00,8270.00,8615.00,2.90K,-0.0017
2018-03-06 0:00,8650.00,8650.00,7840.00,7910.00,2.43K,-0.0818
2018-03-07 0:00,7880.00,8270.00,7760.00,7895.00,3.74K,-0.0019
2018-03-08 0:00,8010.00,8100.00,7735.00,7875.00,3.25K,-0.0025
2018-03-09 0:00,7885.00,7995.00,7345.00,7389.90,1.10K,-0.0616
2018-03-10 0:00,6905.00,6905.00,6775.00,6825.00,-,-0.0764
2018-03-11 0:00,6905.00,7150.00,6775.00,6990.00,3.54K,0.0242
2018-03-12 0:00,6975.00,7520.00,6965.00,7460.00,2.27K,0.0672
2018-03-13 0:00,7430.00,7440.00,6725.00,6860.00,2.95K,-0.0804
2018-03-14 0:00,6790.00,6925.00,6550.00,6760.00,4.57K,-0.0146
2018-03-15 0:00,6760.00,6890.00,6485.00,6630.00,2.42K,-0.0192
2018-03-16 0:00,7025.00,7095.00,7025.00,7075.00,-,0.0671
2018-03-17 0:00,7025.00,7225.00,6605.00,6675.00,3.35K,-0.0565
2018-03-18 0:00,6705.00,6880.00,6640.00,6840.00,1.88K,0.0247
2018-03-19 0:00,6860.00,6970.00,6785.00,6920.00,1.75K,0.0117
2018-03-20 0:00,6920.00,8105.00,6660.00,7680.00,4.83K,0.1098
2018-03-21 0:00,7790.00,8235.00,7760.00,8105.00,3.05K,0.0553
2018-03-22 0:00,8005.00,8400.00,8005.00,8370.00,-,0.0327
2018-03-23 0:00,8005.00,8445.00,7880.00,7980.00,3.86K,-0.0466
2018-03-24 0:00,8015.00,8180.00,7805.00,7885.00,2.68K,-0.0119
2018-03-25 0:00,7870.00,8240.00,7860.00,8125.00,2.83K,0.0304
2018-03-26 0:00,8190.00,8315.00,8100.00,8260.00,2.72K,0.0166
2018-03-27 0:00,8300.00,8585.00,8235.00,8540.00,2.32K,0.0339
2018-03-28 0:00,8910.00,9015.00,8775.00,8845.00,2.95K,0.0357
2018-03-29 0:00,8965.00,9465.00,8920.00,9455.00,4.68K,0.069
2018-03-30 0:00,9480.00,9765.00,8755.00,8970.00,10.35K,-0.0513
2018-03-31 0:00,9170.00,9185.00,8635.00,8865.00,4.92K,-0.0117
2018-04-01 0:00,9130.00,9375.00,9115.00,9231.10,0.91K,0.0413
2018-04-02 0:00,9375.00,9475.00,9375.00,9430.00,-,0.0215
2018-04-03 0:00,9375.00,9495.00,9140.00,9365.00,3.00K,-0.0069
2018-04-04 0:00,9285.00,9315.00,8815.00,8985.00,3.14K,-0.0406
2018-04-05 0:00,9070.00,9210.00,8985.00,9150.00,2.09K,0.0184
2018-04-06 0:00,9245.00,9805.00,9180.00,9675.00,4.18K,0.0574
2018-04-07 0:00,9710.00,9840.00,9540.00,9670.00,3.76K,-0.0005
2018-04-08 0:00,9605.00,9695.00,9540.00,9680.00,-,0.001
2018-04-09 0:00,9605.00,9705.00,9160.00,9435.00,4.71K,-0.0253
2018-04-10 0:00,9410.00,9490.00,9010.00,9235.00,4.44K,-0.0212
2018-04-11 0:00,9185.00,9375.00,8955.00,9280.00,3.02K,0.0049
2018-04-12 0:00,9255.00,9415.00,9040.00,9090.00,3.06K,-0.0205
2018-04-13 0:00,9110.00,9125.00,8380.00,8625.00,4.98K,-0.0512
2018-04-14 0:00,8660.00,8755.00,8660.00,8685.00,-,0.007
2018-04-15 0:00,8660.00,8900.00,8285.00,8755.00,5.75K,0.0081
2018-04-16 0:00,8735.00,8850.00,8435.00,8555.00,4.22K,-0.0228
2018-04-17 0:00,8475.00,8545.00,8115.00,8250.00,4.98K,-0.0357
2018-04-18 0:00,8290.00,8460.00,8115.00,8180.00,2.87K,-0.0085
2018-04-19 0:00,8225.00,8275.00,7915.00,8230.00,3.39K,0.0061
2018-04-20 0:00,8215.00,8680.00,8215.00,8520.00,-,0.0352
2018-04-21 0:00,8525.00,8680.00,8320.00,8375.00,2.70K,-0.017
2018-04-22 0:00,8345.00,8420.00,8070.00,8180.00,2.34K,-0.0233
2018-04-23 0:00,8050.00,8075.00,7425.00,7590.00,4.59K,-0.0721
2018-04-24 0:00,7620.00,7720.00,7230.00,7580.00,4.43K,-0.0013
2018-04-25 0:00,7315.40,7315.40,7315.40,7315.40,-,-0.0349
2018-04-26 0:00,7365.00,7400.00,7355.00,7375.00,-,0.0081
2018-04-27 0:00,7375.00,7450.00,7085.00,7100.00,-,-0.0373
2018-04-28 0:00,7365.00,7580.00,7050.00,7495.00,5.05K,0.0556
2018-04-29 0:00,7505.00,7620.00,7270.00,7320.00,2.47K,-0.0233
2018-04-30 0:00,7335.00,7660.00,7335.00,7545.00,2.10K,0.0307
2018-05-01 0:00,7550.00,7620.00,7300.00,7440.00,2.20K,-0.0139
2018-05-02 0:00,7735.00,7890.00,7715.00,7725.00,-,0.0383
2018-05-03 0:00,7715.00,7900.00,7460.00,7500.00,1.63K,-0.0291
2018-05-04 0:00,7515.00,7670.00,7360.00,7625.00,2.07K,0.0167
2018-05-05 0:00,7605.00,7695.00,7485.00,7540.00,1.45K,-0.0111
2018-05-06 0:00,7695.00,7780.00,7640.00,7705.00,1.44K,0.0219
2018-05-07 0:00,7670.00,7705.00,7540.00,7655.00,1.30K,-0.0065
2018-05-08 0:00,7120.00,7120.00,6650.00,6740.00,-,-0.1195
2018-05-09 0:00,7120.00,7120.00,6610.00,6750.00,3.86K,0.0015
2018-05-10 0:00,6770.00,6890.00,6425.00,6500.00,3.88K,-0.037
2018-05-11 0:00,6470.00,6620.00,6100.00,6270.00,5.15K,-0.0354
2018-05-12 0:00,6275.00,6705.00,6250.00,6635.00,4.46K,0.0582
2018-05-13 0:00,6670.00,6670.00,6440.00,6530.00,2.49K,-0.0158
2018-05-14 0:00,6495.00,6495.00,6400.00,6410.00,-,-0.0184
2018-05-15 0:00,6495.00,6785.00,6340.00,6695.00,2.79K,0.0445
2018-05-16 0:00,6710.00,6840.00,6650.00,6735.00,1.56K,0.006
2018-05-17 0:00,6705.00,6815.00,6545.00,6745.00,2.11K,0.0015
2018-05-18 0:00,6705.00,6780.00,6670.00,6710.00,1.14K,-0.0052
2018-05-19 0:00,6705.00,6735.00,5960.00,6165.00,3.83K,-0.0812
2018-05-20 0:00,6150.00,6155.00,6105.00,6155.00,-,-0.0016
2018-05-21 0:00,6150.00,6345.00,6065.00,6245.00,4.76K,0.0146
2018-05-22 0:00,6255.00,6275.00,6120.00,6160.00,3.17K,-0.0136
2018-05-23 0:00,6210.00,6210.00,5975.00,6160.00,3.23K,0
2018-05-24 0:00,6140.00,6180.00,6025.00,6085.00,1.96K,-0.0122
2018-05-25 0:00,5840.00,5930.00,5765.00,5885.00,-,-0.0329
2018-05-26 0:00,6275.00,6395.00,6275.00,6350.00,-,0.079
2018-05-27 0:00,6275.00,6680.00,6260.00,6625.00,3.98K,0.0433
2018-05-28 0:00,6645.00,6660.00,6530.00,6580.00,1.63K,-0.0068
2018-05-29 0:00,6490.00,6785.00,6400.00,6575.00,-,-0.0008
2018-05-30 0:00,6595.00,6795.00,6400.00,6505.00,6.74K,-0.0106
2018-05-31 0:00,6490.00,6640.00,6430.00,6565.00,2.04K,0.0092
2018-06-01 0:00,6745.00,6760.00,6670.00,6700.00,-,0.0206
2018-06-02 0:00,6745.00,6760.00,6645.00,6695.00,1.77K,-0.0007
2018-06-03 0:00,6695.00,6785.00,6295.00,6355.00,3.08K,-0.0508
2018-06-04 0:00,6355.00,6380.00,6245.00,6330.00,2.72K,-0.0039
2018-06-05 0:00,6355.00,6365.00,6110.00,6160.00,3.08K,-0.0269
2018-06-06 0:00,6160.00,6340.00,6060.00,6165.00,3.56K,0.0008
2018-06-07 0:00,6365.00,6375.00,6330.00,6340.00,-,0.0284
2018-06-08 0:00,6370.00,6710.00,6320.00,6675.00,3.17K,0.0528
2018-06-09 0:00,6665.00,7470.00,6655.00,7305.00,5.58K,0.0944
2018-06-10 0:00,7385.00,7595.00,7240.00,7395.00,6.96K,0.0123
2018-06-11 0:00,7325.00,7510.00,7275.00,7450.00,4.58K,0.0074
2018-06-12 0:00,7435.00,7700.00,7270.00,7340.00,6.98K,-0.0148
2018-06-13 0:00,7345.00,7390.00,7345.00,7390.00,-,0.0068
2018-06-14 0:00,7380.00,7820.00,7335.00,7735.00,8.55K,0.0467
2018-06-15 0:00,7740.00,8365.00,7680.00,8260.00,11.46K,0.0679
2018-06-16 0:00,8255.00,8490.00,8025.00,8145.00,11.55K,-0.0139
2018-06-17 0:00,8260.00,8310.00,8115.00,8275.00,6.29K,0.016
2018-06-18 0:00,7960.00,8030.00,7790.00,7960.00,0.96K,-0.0381
2018-06-19 0:00,8140.00,8255.00,8140.00,8195.00,-,0.0295
2018-06-20 0:00,8140.00,8265.00,7845.00,8100.00,8.14K,-0.0116
2018-06-21 0:00,8120.00,8200.00,7640.00,7730.00,9.42K,-0.0457
2018-06-22 0:00,7695.00,7760.00,7440.00,7545.00,9.13K,-0.0239
2018-06-23 0:00,7460.00,7700.00,7430.00,7525.00,5.55K,-0.0027
2018-06-24 0:00,7525.00,7560.00,7270.00,7370.00,5.70K,-0.0206
2018-06-25 0:00,7070.00,7070.00,7020.00,7025.00,-,-0.0468
2018-06-26 0:00,7080.00,7140.00,6870.00,6920.00,5.12K,-0.0149
2018-06-27 0:00,6845.00,7155.00,6825.00,6990.00,5.04K,0.0101
2018-06-28 0:00,6765.00,6785.00,6105.00,6330.00,8.10K,-0.0944
2018-06-29 0:00,6300.00,6545.00,6170.00,6460.00,6.83K,0.0205
2018-06-30 0:00,6555.00,6605.00,6105.00,6390.00,6.44K,-0.0108
2018-07-01 0:00,6405.00,6430.00,6290.00,6310.00,-,-0.0125
2018-07-02 0:00,6405.00,6555.00,6135.00,6230.00,7.80K,-0.0127
2018-07-03 0:00,6240.00,6280.00,5850.00,6075.00,6.90K,-0.0249
2018-07-04 0:00,6105.00,6600.00,6075.00,6375.00,6.99K,0.0494
2018-07-05 0:00,6400.00,6475.00,6185.00,6405.00,4.38K,0.0047
2018-07-06 0:00,6265.00,6545.00,6245.00,6480.00,4.29K,0.0117
2018-07-07 0:00,6480.00,6480.00,6465.00,6465.00,-,-0.0023
2018-07-08 0:00,6490.00,6515.00,6360.00,6430.00,2.38K,-0.0054
2018-07-09 0:00,6395.00,6470.00,6205.00,6425.00,3.32K,-0.0008
2018-07-10 0:00,6440.00,6870.00,6250.00,6405.00,5.38K,-0.0031
2018-07-11 0:00,6350.00,6465.00,6225.00,6405.00,3.55K,0
2018-07-12 0:00,6460.00,6640.00,6450.00,6615.00,2.66K,0.0328
2018-07-13 0:00,6655.00,6665.00,6655.00,6665.00,-,0.0076
2018-07-14 0:00,6655.00,6760.00,6650.00,6730.00,2.40K,0.0098
2018-07-15 0:00,6720.00,7125.00,6715.00,7090.00,5.22K,0.0535
2018-07-16 0:00,7100.00,7120.00,6890.00,7000.00,3.90K,-0.0127
2018-07-17 0:00,7045.00,7055.00,6795.00,6815.00,4.78K,-0.0264
2018-07-18 0:00,6980.00,7090.00,6870.00,7030.00,-,0.0315
2018-07-19 0:00,7275.00,7295.00,7240.00,7290.00,-,0.037
2018-07-20 0:00,7290.00,7325.00,7190.00,7260.00,-,-0.0041
2018-07-21 0:00,7260.00,7410.00,7190.00,7350.00,5.31K,0.0124
2018-07-22 0:00,7355.00,7395.00,6840.00,6900.00,4.59K,-0.0612
2018-07-23 0:00,6925.00,6925.00,6215.00,6430.00,5.80K,-0.0681
2018-07-24 0:00,6410.00,6505.00,6280.00,6390.00,2.48K,-0.0062
2018-07-25 0:00,6345.00,6350.00,6175.00,6220.00,-,-0.0266
2018-07-26 0:00,6340.00,6350.00,6175.00,6265.00,1.94K,0.0072
2018-07-27 0:00,6260.00,6385.00,6120.00,6230.00,1.86K,-0.0056
2018-07-28 0:00,6270.00,6335.00,6175.00,6290.00,1.58K,0.0096
2018-07-29 0:00,6295.00,6525.00,6295.00,6435.00,2.35K,0.0231
2018-07-30 0:00,6450.00,6575.00,6330.00,6525.00,2.09K,0.014
2018-07-31 0:00,6470.00,6495.00,6465.00,6495.00,-,-0.0046
2018-08-01 0:00,6470.00,6525.00,6165.00,6230.00,2.34K,-0.0408
2018-08-02 0:00,6210.00,6370.00,6180.00,6275.00,1.11K,0.0072
2018-08-03 0:00,6305.00,6535.00,6035.00,6375.00,3.04K,0.0159
2018-08-04 0:00,6365.00,6435.00,6310.00,6400.00,1.37K,0.0039
2018-08-05 0:00,6470.00,6775.00,6455.00,6740.00,3.63K,0.0531
2018-08-06 0:00,6680.00,6710.00,6680.00,6710.00,-,-0.0045
2018-08-07 0:00,6665.00,6720.00,6555.00,6610.00,2.08K,-0.0149
2018-08-08 0:00,6605.00,6605.00,6315.00,6355.00,3.39K,-0.0386
2018-08-09 0:00,6385.00,6535.00,6365.00,6485.00,3.38K,0.0205
2018-08-10 0:00,6460.00,6745.00,6415.00,6655.00,3.09K,0.0262
2018-08-11 0:00,6685.00,6795.00,6520.00,6615.00,-,-0.006
2018-08-12 0:00,6560.00,6605.00,6560.00,6590.00,-,-0.0038
2018-08-13 0:00,6560.00,6625.00,6455.00,6540.00,1.48K,-0.0076
2018-08-14 0:00,6550.00,6585.00,6435.00,6510.00,1.13K,-0.0046
2018-08-15 0:00,6510.00,6520.00,6345.00,6425.00,1.36K,-0.0131
2018-08-16 0:00,6415.00,6610.00,6405.00,6555.00,1.70K,0.0202
2018-08-17 0:00,6530.00,6580.00,6500.00,6530.00,0.93K,-0.0038
2018-08-18 0:00,6530.00,6590.00,6515.00,6560.00,-,0.0046
2018-08-19 0:00,6530.00,6675.00,6515.00,6630.00,1.78K,0.0107
2018-08-20 0:00,6620.00,6620.00,6535.00,6580.00,1.00K,-0.0075
2018-08-21 0:00,6580.00,6590.00,6450.00,6540.00,1.70K,-0.0061
2018-08-22 0:00,6515.00,6535.00,6030.00,6180.00,4.27K,-0.055
2018-08-23 0:00,6180.00,6225.00,6095.00,6185.00,1.91K,0.0008
2018-08-24 0:00,6165.00,6185.00,6110.00,6155.00,-,-0.0049
2018-08-25 0:00,6165.00,6770.00,6110.00,6390.00,6.70K,0.0382
2018-08-26 0:00,6390.00,6495.00,6380.00,6420.00,1.60K,0.0047
2018-08-27 0:00,6445.00,6480.00,6400.00,6420.00,1.19K,0
2018-08-28 0:00,6430.00,6480.00,6330.00,6390.00,2.76K,-0.0047
2018-08-29 0:00,6375.00,6405.00,6340.00,6380.00,1.11K,-0.0016
2018-08-30 0:00,6415.00,6445.00,6360.00,6395.00,1.75K,0.0024
2018-08-31 0:00,6400.00,6425.00,6350.00,6395.00,1.49K,0
2018-09-01 0:00,6395.00,6490.00,6380.00,6425.00,2.80K,0.0047
2018-09-02 0:00,6420.00,6420.00,6315.00,6405.00,2.49K,-0.0031
2018-09-03 0:00,6395.00,6455.00,6375.00,6391.70,0.73K,-0.0021
2018-09-04 0:00,6390.00,6420.00,6385.00,6395.00,-,0.0005
2018-09-05 0:00,6390.00,6440.00,6185.00,6240.00,3.90K,-0.0242
2018-09-06 0:00,6245.00,6290.00,6230.00,6245.00,1.99K,0.0008
2018-09-07 0:00,6255.00,6340.00,6170.00,6295.00,3.16K,0.008
2018-09-08 0:00,6295.00,6335.00,6290.00,6315.00,1.17K,0.0032
2018-09-09 0:00,6335.00,6375.00,6320.00,6345.00,1.65K,0.0048
2018-09-10 0:00,6335.00,6450.00,6335.00,6425.00,-,0.0126
2018-09-11 0:00,6400.00,6450.00,6365.00,6390.00,2.34K,-0.0054
2018-09-12 0:00,6395.00,6475.00,6385.00,6415.00,3.05K,0.0039
2018-09-13 0:00,6430.00,6545.00,6430.00,6510.00,4.26K,0.0148
2018-09-14 0:00,6510.00,6525.00,6370.00,6410.00,4.42K,-0.0154
2018-09-15 0:00,6400.00,6415.00,6240.00,6335.00,2.88K,-0.0117
2018-09-16 0:00,6295.00,6365.00,6295.00,6355.00,-,0.0032
2018-09-17 0:00,6290.00,6395.00,6290.00,6325.00,2.00K,-0.0047
2018-09-18 0:00,6315.00,6325.00,6225.00,6285.00,2.53K,-0.0063
2018-09-19 0:00,6290.00,6290.00,5230.00,5365.00,8.94K,-0.1464
2018-09-20 0:00,5510.00,5590.00,5155.00,5425.00,8.63K,0.0112
2018-09-21 0:00,5435.00,5550.00,5385.00,5450.00,3.42K,0.0046
2018-09-22 0:00,5500.00,5515.00,5475.00,5505.00,-,0.0101
2018-09-23 0:00,5500.00,5515.00,4560.00,4835.00,11.32K,-0.1217
2018-09-24 0:00,4740.00,4870.00,4015.00,4240.00,12.83K,-0.1231
2018-09-25 0:00,4230.00,4620.00,4165.00,4390.00,6.54K,0.0354
2018-09-26 0:00,4520.00,4565.00,4225.00,4250.00,-,-0.0319
2018-09-27 0:00,4435.00,4565.00,4085.00,4190.00,5.15K,-0.0141
2018-09-28 0:00,3975.00,3975.00,3895.00,3930.00,-,-0.0621
2018-09-29 0:00,3965.00,4055.00,3515.00,3605.00,8.90K,-0.0827
2018-09-30 0:00,3635.00,3790.00,3550.00,3720.00,6.13K,0.0319
2018-10-01 0:00,3790.00,4365.00,3750.00,4300.00,6.79K,0.1559
2018-10-02 0:00,4195.00,4400.00,4075.00,4180.00,5.11K,-0.0279
2018-10-03 0:00,4215.00,4280.00,3870.00,3953.00,0.72K,-0.0543
2018-10-04 0:00,4100.00,4130.00,4040.00,4065.00,-,0.0283
2018-10-05 0:00,4090.00,4130.00,3690.00,3800.00,3.38K,-0.0652
2018-10-06 0:00,3905.00,4015.00,3690.00,3840.00,3.06K,0.0105
2018-10-07 0:00,3950.00,3950.00,3590.00,3705.00,2.73K,-0.0352
2018-10-08 0:00,3670.00,3960.00,3360.00,3600.00,5.77K,-0.0283
2018-10-09 0:00,3575.00,3595.00,3135.00,3300.00,6.08K,-0.0833
2018-10-10 0:00,3495.00,3580.00,3330.00,3375.00,1.92K,0.0227
2018-10-11 0:00,3380.00,3405.00,3265.00,3320.00,1.99K,-0.0163
2018-10-12 0:00,3345.00,3470.00,3305.00,3420.00,2.67K,0.0301
2018-10-13 0:00,3395.00,3420.00,3190.00,3215.00,3.80K,-0.0599
2018-10-14 0:00,3235.00,3265.00,3120.00,3145.00,3.05K,-0.0218
2018-10-15 0:00,3185.00,3187.50,3165.00,3170.00,-,0.0079
2018-10-16 0:00,3180.00,3570.00,3165.00,3530.00,4.11K,0.1136
2018-10-17 0:00,3475.00,3560.00,3425.00,3495.00,3.42K,-0.0099
2018-10-18 0:00,3550.00,3890.00,3550.00,3695.00,5.00K,0.0572
2018-10-19 0:00,3675.00,4150.00,3635.00,3875.00,4.83K,0.0487
2018-10-20 0:00,4040.00,4135.00,3605.00,3775.00,5.62K,-0.0258
2018-10-21 0:00,3935.00,3937.50,3912.50,3925.00,-,0.0397
2018-10-22 0:00,3950.00,4265.00,3925.00,4070.00,2.42K,0.0369
2018-10-23 0:00,4070.00,4070.00,3417.50,3745.00,-,-0.0799
2018-10-24 0:00,3775.00,3850.00,3610.00,3760.00,2.75K,0.004
2018-10-25 0:00,3800.00,3840.00,3535.00,3565.00,3.40K,-0.0519
2018-10-26 0:00,3560.00,3800.00,3560.00,3708.60,0.64K,0.0403
2018-10-27 0:00,3805.00,3812.50,3777.50,3802.50,-,0.0253
2018-10-28 0:00,3800.00,3810.00,3600.00,3650.00,1.96K,-0.0401
2018-10-29 0:00,3650.00,3810.00,3605.00,3795.00,-,0.0397
2018-10-30 0:00,3720.00,3855.00,3685.00,3830.00,3.23K,0.0092
2018-10-31 0:00,3850.00,3870.00,3710.00,3760.00,3.62K,-0.0183
2018-11-01 0:00,3755.00,3875.00,3690.00,3745.00,3.92K,-0.004
2018-11-02 0:00,3800.00,4070.00,3800.00,4027.50,-,0.0754
2018-11-03 0:00,3990.00,4070.00,3945.00,3985.00,2.76K,-0.0106
2018-11-04 0:00,3980.00,4095.00,3925.00,3985.00,4.17K,0
2018-11-05 0:00,3990.00,4030.00,3950.00,3990.00,3.68K,0.0013
2018-11-06 0:00,3995.00,4020.00,3525.00,3605.00,5.74K,-0.0965
2018-11-07 0:00,3600.00,3685.00,3560.00,3635.00,4.22K,0.0083
2018-11-08 0:00,3485.00,3495.00,3447.50,3492.50,-,-0.0392
2018-11-09 0:00,3490.00,3700.00,3400.00,3650.00,4.39K,0.0451
2018-11-10 0:00,3650.00,3665.00,3490.00,3535.00,3.79K,-0.0315
2018-11-11 0:00,3550.00,3645.00,3545.00,3560.00,4.11K,0.0071
2018-11-12 0:00,3570.00,3645.00,3515.00,3605.00,3.56K,0.0126
2018-11-13 0:00,3615.00,3630.00,3540.00,3585.00,2.67K,-0.0055
2018-11-14 0:00,3522.50,3530.00,3502.50,3517.50,-,-0.0188
2018-11-15 0:00,3527.50,3550.00,3477.50,3517.50,-,0
2018-11-16 0:00,3525.00,3620.00,3390.00,3580.00,6.73K,0.0178
2018-11-17 0:00,3575.00,3615.00,3510.00,3535.00,5.04K,-0.0126
2018-11-18 0:00,3545.00,3590.00,3520.00,3565.00,2.79K,0.0085
2018-11-19 0:00,3560.00,3580.00,3510.00,3560.00,0.49K,-0.0014
2018-11-20 0:00,3450.00,3517.50,3450.00,3497.50,-,-0.0176
2018-11-21 0:00,3485.00,3515.00,3325.00,3380.00,4.35K,-0.0336
2018-11-22 0:00,3385.00,3395.00,3300.00,3370.00,2.45K,-0.003
2018-11-23 0:00,3360.00,3435.00,3345.00,3410.00,3.31K,0.0119
2018-11-24 0:00,3420.00,3455.00,3365.00,3395.00,4.07K,-0.0044
2018-11-25 0:00,3385.00,3440.00,3345.00,3425.00,4.69K,0.0088
2018-11-26 0:00,3435.00,3435.00,3377.50,3397.50,-,-0.008
2018-11-27 0:00,3380.00,3415.00,3375.00,3395.00,2.95K,-0.0007
2018-11-28 0:00,3390.00,3415.00,3380.00,3400.00,1.57K,0.0015
2018-11-29 0:00,3405.00,3420.00,3310.00,3340.00,3.78K,-0.0176
2018-11-30 0:00,3345.00,3370.00,3335.00,3340.00,1.73K,0
2018-12-01 0:00,3350.00,3730.00,3325.00,3615.00,9.87K,0.0823
2018-12-02 0:00,3592.50,3647.50,3592.50,3645.00,-,0.0083
2018-12-03 0:00,3610.00,3650.00,3580.00,3605.00,5.08K,-0.011
2018-12-04 0:00,3595.00,3625.00,3550.00,3605.00,3.94K,0
2018-12-05 0:00,3575.00,3630.00,3555.00,3570.00,2.81K,-0.0097
2018-12-06 0:00,3575.00,3595.00,3530.00,3565.00,2.12K,-0.0014
2018-12-07 0:00,3565.00,3620.00,3545.00,3565.00,2.60K,0
2018-12-08 0:00,3562.50,3647.50,3562.50,3627.50,-,0.0175
2018-12-09 0:00,3632.50,3917.50,3617.50,3867.50,-,0.0662
2018-12-10 0:00,3600.00,3970.00,3595.00,3935.00,15.94K,0.0175
2018-12-11 0:00,3910.00,3965.00,3870.00,3935.00,5.23K,0
2018-12-12 0:00,3920.00,3985.00,3855.00,3895.00,5.43K,-0.0102
2018-12-13 0:00,3885.00,3955.00,3885.00,3930.80,0.39K,0.0092
2018-12-14 0:00,3940.00,3940.00,3707.50,3712.50,-,-0.0555
2018-12-15 0:00,3770.00,3845.00,3705.00,3820.00,5.87K,0.029
2018-12-16 0:00,3805.00,3820.00,3745.00,3775.00,3.07K,-0.0118
2018-12-17 0:00,3780.00,3815.00,3620.00,3710.00,4.84K,-0.0172
2018-12-18 0:00,3765.00,3875.00,3745.00,3790.00,6.75K,0.0216
2018-12-19 0:00,3785.00,3830.00,3780.00,3820.00,1.83K,0.0079
2018-12-20 0:00,3817.50,3817.50,3752.50,3777.50,-,-0.0111
2018-12-21 0:00,3780.00,3795.00,3660.00,3690.00,4.58K,-0.0232
2018-12-22 0:00,3675.00,3865.00,3655.00,3835.00,4.97K,0.0393
2018-12-23 0:00,3835.00,3900.00,3810.00,3840.00,4.10K,0.0013
2018-12-24 0:00,3855.00,3890.00,3830.00,3870.00,4.09K,0.0078
2018-12-25 0:00,3905.00,3920.00,3845.00,3890.00,3.78K,0.0052
2018-12-26 0:00,3815.00,3902.50,3810.00,3897.50,-,0.0019
2018-12-27 0:00,3885.00,3915.00,3810.00,3835.00,3.54K,-0.016
2018-12-28 0:00,3845.00,3880.00,3790.00,3845.00,2.96K,0.0026
2018-12-29 0:00,3855.00,3870.00,3820.00,3845.00,2.11K,0
2018-12-30 0:00,3840.00,3905.00,3775.00,3845.00,4.46K,0
2018-12-31 0:00,3850.00,3910.00,3845.00,3900.00,2.94K,0.0143
2019-01-01 0:00,3887.50,4002.50,3887.50,3967.50,-,0.0173
2019-01-02 0:00,3965.00,4025.00,3935.00,3960.00,2.76K,-0.0019
2019-01-03 0:00,3970.00,4015.00,3950.00,3995.00,2.33K,0.0088
2019-01-04 0:00,3990.00,4020.00,3965.00,4010.00,2.56K,0.0038
2019-01-05 0:00,4015.00,4060.00,3900.00,3965.00,3.77K,-0.0112
2019-01-06 0:00,3970.00,3995.00,3955.00,3980.00,1.70K,0.0038
2019-01-07 0:00,3935.00,3967.50,3935.00,3962.50,-,-0.0044
2019-01-08 0:00,3965.00,3970.00,3845.00,3895.00,2.41K,-0.017
